Borough,School_Name,Phase,Type_Group,Capacity,Pupils,FSM_Percent,Gender,Religious_Character
Barnet,Claremont Primary School,Primary,Academies,446,280,48.9,Mixed,Does not apply
Newham,Sarah Bonnell School,Secondary,Academies,1350,1275,54.0,Girls,Does not apply
Ealing,Ealing Fields Church of England High School,Secondary,Free Schools,840,760,19.9,Mixed,Church of England
Kingston upon Thames,Bedelsford School,Not applicable,Academies,200,132,33.0,Mixed,Does not apply
Bromley,Chelsfield Primary School,Primary,Academies,109,97,27.8,Mixed,Does not apply
Bromley,Darrick Wood Junior School,Primary,Academies,384,377,14.1,Mixed,Does not apply
Kingston upon Thames,Dysart School,Not applicable,Academies,180,173,37.0,Mixed,Does not apply
Barking and Dagenham,Eastbury Primary School,Primary,Academies,944,801,19.7,Mixed,Does not apply
Brent,Furness Primary School,Primary,Academies,545,343,32.5,Mixed,Does not apply
Newham,Hartley Primary School,Primary,Academies,900,587,41.4,Mixed,Does not apply
Waltham Forest,Mayville Academy,Primary,Academies,465,311,34.3,Mixed,Does not apply
Brent,Oakington Manor Primary School,Primary,Academies,737,662,15.9,Mixed,None
Bromley,Pratts Bottom Primary School,Primary,Academies,98,69,8.7,Mixed,Does not apply
Havering,Lime Academy Ravensbourne,Not applicable,Academies,85,86,43.8,Mixed,Does not apply
Bexley,Royal Park Primary Academy,Primary,Academies,416,346,29.4,Mixed,Does not apply
Newham,Selwyn Primary School,Primary,Academies,420,462,38.0,Mixed,Does not apply
Enfield,Southgate School,Secondary,Academies,1531,1410,23.2,Mixed,Does not apply
Croydon,St Aidan's Catholic Primary School,Primary,Academies,218,216,6.9,Mixed,Catholic
Croydon,St Chad's Catholic Primary School,Primary,Academies,444,346,20.8,Mixed,Roman Catholic
Kingston upon Thames,St Philip's School,Not applicable,Academies,185,183,41.4,Mixed,Does not apply
Bromley,The Highway Primary School,Primary,Academies,210,212,20.3,Mixed,Does not apply
Sutton,Victor Seymour Infants' School,Primary,Academies,354,324,13.4,Mixed,Does not apply
Barnet,Ashmole Primary School,Primary,Free Schools,420,421,7.1,Mixed,None
Hounslow,Logic Studio School,Secondary,Free Schools,300,328,43.5,Mixed,Does not apply
Ealing,New Level Academy,Not applicable,Independent schools,50,24,0,Mixed,None
Croydon,Krishna Avanti Primary School,Primary,Free Schools,210,202,6.4,Mixed,Hindu
Harrow,Pinner High School,Secondary,Free Schools,1162,1135,11.6,Mixed,None
Enfield,One Degree Academy,Primary,Free Schools,720,385,28.1,Mixed,None
Southwark,"Galleywall Primary, City of London Academy",Primary,Free Schools,420,371,42.0,Mixed,None
Tower Hamlets,Canary Wharf College Crossharbour,Secondary,Free Schools,462,462,33.8,Mixed,Christian
Havering,Concordia Academy,Primary,Free Schools,630,539,20.4,Mixed,None
Hillingdon,Global Academy,Secondary,Free Schools,600,495,34.0,Mixed,Does not apply
Hounslow,Edison Primary School,Primary,Free Schools,420,380,30.8,Mixed,None
Redbridge,Atam Academy,All-through,Free Schools,1250,1094,11.5,Mixed,Sikh
Bromley,Langley Park Primary School,Primary,Free Schools,420,400,8.8,Mixed,None
Newham,London Design and Engineering UTC,Secondary,Free Schools,600,792,44.3,Mixed,Does not apply
Harrow,Saint Jerome Church of England Bilingual School,Primary,Free Schools,420,414,17.1,Mixed,Church of England
Barking and Dagenham,Greatfields School,Secondary,Free Schools,1824,1224,33.3,Mixed,None
Lambeth,Vanguard School,Not applicable,Free Schools,78,63,51.8,Mixed,None
Havering,Drapers' Brookside Infant School,Primary,Academies,180,229,31.0,Mixed,Does not apply
Islington,"City of London Primary Academy, Islington",Primary,Free Schools,458,317,24.6,Mixed,None
Richmond upon Thames,The Richmond upon Thames School,Secondary,Free Schools,774,755,19.9,Mixed,None
Bromley,Clare House Primary School,Primary,Academies,420,406,5.9,Mixed,Does not apply
Enfield,Alternative Centre of Education,Not applicable,Independent schools,47,31,0,Mixed,None
Barnet,Ivy House School,Not applicable,Independent schools,280,97,0,Mixed,None
Hammersmith and Fulham,Azbuka Russian-English Bilingual School,Not applicable,Independent schools,70,59,0,Mixed,Does not apply
Greenwich,Windrush Thamesmead Primary School,Primary,Academies,210,223,54.5,Mixed,Does not apply
Barnet,Bishop Douglass School Finchley,Secondary,Academies,1080,1013,26.1,Mixed,Roman Catholic
Bexley,Chatsworth Infant School,Primary,Academies,180,205,1.0,Mixed,Does not apply
Bromley,"St George's, Bickley, Church of England Primary School",Primary,Academies,420,412,5.8,Mixed,Church of England
Hackney,The Boxing Academy AP Free School,Not applicable,Free Schools,48,17,88.2,Mixed,None
Bromley,Red Hill Primary School,Primary,Academies,698,649,15.4,Mixed,Does not apply
Ealing,Woodlands Academy,Primary,Academies,420,186,40.6,Mixed,Does not apply
Hammersmith and Fulham,Phoenix Academy,Secondary,Academies,1100,538,48.4,Mixed,None
Havering,OA - Havering,Not applicable,Academies,40,33,42.4,Mixed,Does not apply
Merton,Beecholme Primary School,Primary,Academies,210,170,37.2,Mixed,Does not apply
Wandsworth,Nightingale Community Academy,Not applicable,Academies,120,137,65.2,Boys,Does not apply
Croydon,Woodside Primary School,Primary,Academies,810,472,27.3,Mixed,Does not apply
Enfield,Edmonton County School,All-through,Academies,2091,1841,42.7,Mixed,Does not apply
Enfield,Hazelbury Primary School,Primary,Academies,1120,1042,39.7,Mixed,Does not apply
Enfield,Lavender Primary School,Primary,Academies,549,473,20.7,Mixed,Does not apply
Enfield,Chesterfield Primary School,Primary,Academies,563,477,53.2,Mixed,Does not apply
Enfield,Bowes Primary School,Primary,Academies,510,475,18.7,Mixed,Does not apply
Enfield,Brimsdown Primary School,Primary,Academies,690,494,54.8,Mixed,Does not apply
Greenwich,Timbercroft Primary School,Primary,Academies,437,390,22.3,Mixed,Does not apply
Greenwich,Brooklands Primary School,Primary,Academies,256,220,19.2,Mixed,Does not apply
Greenwich,Millennium Primary School,Primary,Academies,450,403,25.3,Mixed,Does not apply
Hammersmith and Fulham,Queen's Manor School and Special Needs Unit,Primary,Academies,253,147,26.6,Mixed,Does not apply
Hammersmith and Fulham,Fulham Primary School,Primary,Academies,390,183,42.4,Mixed,Does not apply
Hammersmith and Fulham,Sulivan Primary School,Primary,Academies,315,163,49.3,Mixed,Does not apply
Havering,Benhurst Primary School,Primary,Academies,420,411,14.4,Mixed,Does not apply
Islington,The Bridge School,Not applicable,Academies,0,255,66.5,Mixed,Does not apply
Newham,Forest Gate Community School,Secondary,Academies,1260,1344,43.2,Mixed,Does not apply
Newham,Horizon Academy,Not applicable,Academies,90,69,50.7,Mixed,Does not apply
Newham,Gainsborough Primary School,Primary,Academies,420,202,48.6,Mixed,Does not apply
Newham,Kaizen Primary School,Primary,Academies,318,420,37.1,Mixed,Does not apply
Richmond upon Thames,Clarendon School,Not applicable,Academies,160,163,35.6,Mixed,Does not apply
Richmond upon Thames,Strathmore School,Not applicable,Academies,95,114,38.4,Mixed,Does not apply
Sutton,Cheam Fields Primary Academy,Primary,Academies,408,458,6.9,Mixed,Does not apply
Tower Hamlets,St Paul's Way Trust School,All-through,Academies,1620,1884,48.9,Mixed,None
Waltham Forest,Selwyn Primary School,Primary,Academies,680,708,13.3,Mixed,Does not apply
Waltham Forest,Davies Lane Primary School,Primary,Academies,840,956,16.4,Mixed,Does not apply
Waltham Forest,Norlington School and 6th Form,Secondary,Academies,860,902,28.1,Boys,Does not apply
Redbridge,Oak House School,Not applicable,Special schools,5,3,0,Mixed,None
Sutton,Tweeddale Primary School,Primary,Academies,472,398,47.8,Mixed,Does not apply
Richmond upon Thames,Hampton High,Secondary,Academies,900,866,32.2,Mixed,None
Richmond upon Thames,Twickenham School,Secondary,Academies,0,771,32.9,Mixed,None
Bromley,Harris Primary Academy Orpington,Primary,Academies,420,276,42.8,Mixed,None
Bromley,Harris Academy Orpington,Secondary,Academies,0,501,49.5,Mixed,None
Havering,Harris Academy Rainham,Secondary,Academies,0,901,23.9,Mixed,None
Bexley,Upland Primary School,Primary,Academies,450,443,5.0,Mixed,Does not apply
Southwark,The Autism Project - CareTrade,Not applicable,Other types,40,0,0,Mixed,Does not apply
Westminster,Southbank International School Westminster,Not applicable,Independent schools,620,487,0,Mixed,None
Westminster,Ada National College for Digital Skills,16 plus,Colleges,0,0,0,Mixed,None
Greenwich,Foxfield Primary School,Primary,Academies,630,682,29.1,Mixed,Does not apply
Greenwich,Rockliffe Manor Primary School,Primary,Academies,241,209,44.3,Mixed,Does not apply
Greenwich,Woodhill Primary School,Primary,Academies,661,377,54.0,Mixed,Does not apply
Greenwich,Willow Dene School,Not applicable,Academies,264,309,54.0,Mixed,Does not apply
Greenwich,South Rise Primary School,Primary,Academies,630,566,41.4,Mixed,Does not apply
Greenwich,Halstow Primary School,Primary,Academies,420,407,17.0,Mixed,Does not apply
Greenwich,Horn Park Primary School,Primary,Academies,420,301,47.6,Mixed,Does not apply
Greenwich,Deansfield Primary School,Primary,Academies,420,462,11.6,Mixed,Does not apply
Greenwich,Alderwood Primary School,Primary,Academies,210,199,59.8,Mixed,Does not apply
Redbridge,Winston Way Academy,Primary,Academies,678,613,30.6,Mixed,Does not apply
Sutton,Brookfield Primary Academy,Primary,Academies,420,443,14.2,Mixed,Does not apply
Tower Hamlets,Mulberry School for Girls,Secondary,Academies,1400,1647,49.1,Girls,Does not apply
Tower Hamlets,Ian Mikardo High School,Not applicable,Academies,55,50,79.4,Boys,Does not apply
Islington,"City of London Academy, Highgate Hill",Secondary,Free Schools,900,642,59.6,Mixed,None
Newham,Royal Wharf Primary School,Primary,Free Schools,472,387,23.2,Mixed,None
Sutton,Carew Academy,Not applicable,Free Schools,276,0,0,Mixed,None
Greenwich,Woolwich Polytechnic School for Girls,Secondary,Free Schools,1200,1183,38.4,Girls,None
Islington,The Bridge Satellite Provision,Not applicable,Free Schools,90,51,64.7,Mixed,None
Sutton,Harris Academy Sutton,Secondary,Free Schools,1295,1296,12.2,Mixed,None
Hillingdon,The PRIDE Academy,Not applicable,Free Schools,110,117,60.4,Mixed,None
Tower Hamlets,Mulberry Academy London Dock,Secondary,Free Schools,1260,127,37.8,Mixed,None
Brent,North Brent School,Secondary,Free Schools,1150,308,28.9,Mixed,None
Barking and Dagenham,Greatfields Primary School,Primary,Free Schools,630,20,30.0,Mixed,None
Havering,Park Primary Academy,Primary,Free Schools,420,0,0,Unknown,None
Hounslow,Reach Academy Hanworth Park,All-through,Free Schools,1480,150,27.3,Mixed,None
Brent,The Avenue School,Not applicable,Free Schools,104,100,43.0,Mixed,None
Wandsworth,Anglo Portuguese School of London,Primary,Free Schools,420,130,33.8,Mixed,None
Southwark,Spa School Camberwell,Not applicable,Free Schools,120,113,70.8,Mixed,None
Hackney,"City of London Academy, Shoreditch Park",Secondary,Free Schools,1140,861,58.1,Mixed,None
Barnet,The Windmill School,Not applicable,Free Schools,90,40,45.0,Mixed,None
Havering,Harris Rainham Sixth Form,16 plus,Free Schools,400,240,0.0,Mixed,Does not apply
Bromley,James Dixon Primary School,Primary,Academies,471,434,28.7,Mixed,Does not apply
Lewisham,Urban Mission School,Not applicable,Independent schools,18,12,0,Mixed,None
Croydon,Meridian High School,Secondary,Academies,960,537,65.2,Mixed,None
Barnet,Oak Lodge School,Not applicable,Academies,200,188,45.8,Mixed,Does not apply
Bexley,Bedonwell Infant and Nursery School,Primary,Academies,412,354,19.6,Mixed,Does not apply
Bexley,Bedonwell Junior School,Primary,Academies,480,467,25.1,Mixed,Does not apply
Bexley,Barrington Primary School,Primary,Academies,210,208,11.5,Mixed,Does not apply
Havering,The Royal Liberty School,Secondary,Academies,750,738,19.0,Boys,None
Newham,Tollgate Primary School,Primary,Academies,420,412,39.3,Mixed,Does not apply
Newham,Cleves Primary School,Primary,Academies,524,474,33.8,Mixed,Does not apply
Newham,Drew Primary School,Primary,Academies,426,404,44.3,Mixed,Does not apply
Bexley,Lime Wood Primary School,Primary,Free Schools,630,111,27.0,Mixed,None
Enfield,Wren Academy Enfield,Secondary,Free Schools,1220,918,11.0,Mixed,Church of England
Harrow,Hujjat Primary School,Primary,Free Schools,420,296,15.9,Mixed,Muslim
Greenwich,Royal Greenwich Trust School,Secondary,Free Schools,900,854,48.2,Mixed,None
Lewisham,Education-My Life Matters,Not applicable,Independent schools,30,21,0,Mixed,None
Havering,Hornchurch High School,Secondary,Academies,932,717,31.5,Mixed,None
Barking and Dagenham,St Margarets CofE Primary School,Primary,Academies,420,387,20.7,Mixed,Church of England
Bexley,Shenstone School,Not applicable,Academies,300,209,37.3,Mixed,Does not apply
Brent,Manor School,Not applicable,Academies,196,204,41.2,Mixed,Does not apply
Croydon,St Peter's Primary School,Primary,Academies,420,417,14.4,Mixed,Does not apply
Enfield,The Lea Valley Academy,Secondary,Academies,1400,848,52.2,Mixed,Does not apply
Greenwich,St Mary's Catholic Primary School,Primary,Academies,420,453,11.6,Mixed,Roman Catholic
Havering,Marshalls Park Academy,Secondary,Academies,1200,1175,28.3,Mixed,Does not apply
Havering,Gaynes School,Secondary,Academies,960,473,22.8,Mixed,Does not apply
Hounslow,Berkeley Academy,Primary,Academies,472,466,26.4,Mixed,Does not apply
Newham,Ranelagh Primary School,Primary,Academies,432,295,36.4,Mixed,Does not apply
Newham,Ravenscroft Primary School,Primary,Academies,630,514,43.5,Mixed,Does not apply
Newham,Kensington Primary School,Primary,Academies,630,636,28.3,Mixed,Does not apply
Newham,Curwen Primary School,Primary,Academies,840,854,41.0,Mixed,Does not apply
Tower Hamlets,Stebon Primary School,Primary,Academies,682,703,45.2,Mixed,Does not apply
Tower Hamlets,Bygrove Primary School,Primary,Academies,236,249,46.8,Mixed,Does not apply
Waltham Forest,St Mary's CofE Primary School,Primary,Academies,630,578,12.1,Mixed,Church of England
Waltham Forest,St Saviour's Church of England Primary School,Primary,Academies,470,336,13.4,Mixed,Church of England
Barking and Dagenham,The James Cambell Primary School,Primary,Academies,840,627,33.3,Mixed,Does not apply
Bromley,Harris Primary Academy Beckenham Green,Primary,Academies,210,210,24.8,Mixed,Does not apply
Lambeth,Rosendale Primary School,Primary,Academies,630,622,21.1,Mixed,Does not apply
Lambeth,The Elmgreen School,Secondary,Academies,1100,1110,37.7,Mixed,None
Croydon,Park Hill Junior School,Primary,Academies,372,371,21.8,Mixed,None
Bexley,Endeavour Academy Bexley,Not applicable,Academies,96,95,69.5,Mixed,Does not apply
Bexley,Aspire Academy,Not applicable,Academies,64,64,76.6,Mixed,Does not apply
Bexley,Horizons Academy Bexley,Not applicable,Academies,117,25,48.0,Mixed,Does not apply
Bromley,Orion Eden Park,Secondary,Free Schools,1680,1274,30.2,Mixed,None
Hillingdon,William Byrd Primary Academy,Primary,Academies,708,592,27.7,Mixed,Does not apply
Barnet,The Totteridge Academy,Secondary,Academies,900,1003,30.2,Mixed,None
Bromley,Green Street Green Primary School,Primary,Academies,444,402,13.7,Mixed,None
Newham,"Newham Collegiate Sixth Form Centre, City of London Academy",16 plus,Free Schools,650,699,0.0,Mixed,Does not apply
Hounslow,The Green School for Boys,Secondary,Free Schools,1260,772,32.1,Boys,Church of England
Kensington and Chelsea,"Wetherby School, Kensington",Not applicable,Independent schools,321,112,0,Boys,None
Newham,Britannia Village Primary School,Primary,Academies,470,441,33.0,Mixed,Does not apply
Bexley,Northwood Primary School,Primary,Academies,240,172,44.2,Mixed,Does not apply
Sutton,Rushy Meadow Primary Academy,Primary,Academies,472,364,34.6,Mixed,Does not apply
Bromley,St Anthony's Catholic Primary School,Primary,Academies,234,176,25.0,Mixed,Catholic
Havering,Scargill Infant School,Primary,Academies,228,231,21.0,Mixed,Does not apply
Havering,Scargill Junior School,Primary,Academies,360,359,24.0,Mixed,Does not apply
Havering,Whybridge Junior School,Primary,Academies,360,359,22.8,Mixed,Does not apply
Wandsworth,Belleville Wix Academy,Primary,Academies,334,313,15.4,Mixed,Does not apply
Croydon,Cypress Primary School,Primary,Academies,640,680,18.5,Mixed,Does not apply
Barnet,Summerside Primary Academy,Primary,Academies,420,402,35.4,Mixed,Does not apply
Tower Hamlets,The Clara Grant Primary School,Primary,Academies,467,427,53.3,Mixed,Does not apply
Tower Hamlets,Mulberry Stepney Green Mathematics and Computing College,Secondary,Academies,1215,1352,34.2,Mixed,Does not apply
Barnet,Lubavitch Yeshiva Ketanah of London,Not applicable,Independent schools,100,62,0,Boys,Orthodox Jewish
Harrow,Gesher School,Not applicable,Special schools,120,71,0,Mixed,None
Newham,Bobby Moore Academy,All-through,Free Schools,1560,1085,44.2,Mixed,None
Barnet,Kisharon School,Not applicable,Free Schools,77,77,16.7,Mixed,None
Haringey,London Academy of Excellence Tottenham,16 plus,Free Schools,800,784,0.0,Mixed,Does not apply
Tower Hamlets,Mulberry UTC,Secondary,Free Schools,800,510,48.7,Mixed,Does not apply
Sutton,Brookways School,Not applicable,Special schools,80,77,0,Mixed,None
Barnet,Oak Hill School,Not applicable,Academies,50,49,59.2,Mixed,None
Islington,Royal Mencap Society,Not applicable,Other types,0,0,0,Mixed,Does not apply
Brent,East Lane Primary School,Primary,Academies,840,628,9.9,Mixed,None
Westminster,London Park School Mayfair and London Park School Sixth,Not applicable,Independent schools,420,253,0,Mixed,None
Brent,Edith Kay Independent School,Not applicable,Special schools,20,19,0,Mixed,None
Camden,NHS England (Choices College),Not applicable,Other types,250,0,0,Mixed,Does not apply
Merton,Aragon Primary School,Primary,Academies,650,623,20.3,Mixed,Does not apply
Sutton,The Link School,Not applicable,Academies,148,157,41.4,Mixed,Does not apply
Redbridge,Newbridge School,Not applicable,Academies,175,183,42.5,Mixed,Does not apply
Harrow,Earlsmead Primary School,Primary,Academies,420,338,29.0,Mixed,Does not apply
Bexley,St Michael's East Wickham Church of England Primary School,Primary,Academies,240,212,12.1,Mixed,Church of England
Bromley,Glebe School,Not applicable,Academies,260,289,47.0,Mixed,Does not apply
Haringey,Duke's Aldridge,Secondary,Academies,1050,965,38.9,Mixed,Does not apply
Sutton,All Saints Carshalton Church of England Primary School,Primary,Academies,446,441,5.1,Mixed,Church of England
Islington,City of London Academy Highbury Grove,Secondary,Academies,1200,1010,56.3,Mixed,Does not apply
Hammersmith and Fulham,Kensington Wade,Not applicable,Independent schools,180,128,0,Mixed,None
Bexley,St. Paul's (Slade Green) Church of England Primary School,Primary,Academies,420,376,45.1,Mixed,Church of England/Christian
Wandsworth,The Alton School,Primary,Academies,260,228,67.7,Mixed,Does not apply
Hillingdon,West Drayton Academy,Primary,Academies,690,662,22.7,Mixed,Does not apply
Redbridge,Farnham Green Primary School,Primary,Academies,682,370,21.4,Mixed,Does not apply
Redbridge,Ray Lodge Primary School,Primary,Academies,630,683,24.3,Mixed,Does not apply
Wandsworth,Griffin Primary School,Primary,Academies,420,180,68.3,Mixed,None
Bexley,Jubilee Primary School,Primary,Academies,210,159,37.1,Mixed,Does not apply
Bromley,Orion Blenheim,Primary,Academies,210,205,42.0,Mixed,Does not apply
Newham,Rosetta Primary School,Primary,Academies,630,559,47.0,Mixed,Does not apply
Newham,Earlham Primary School,Primary,Academies,420,464,40.1,Mixed,Does not apply
Waltham Forest,George Mitchell School,All-through,Academies,1065,1004,36.1,Mixed,Does not apply
Havering,Harrow Lodge Primary School,Primary,Academies,420,449,28.5,Mixed,None
Newham,Cumberland Community School,Secondary,Academies,1500,1346,54.9,Mixed,Does not apply
Hillingdon,Park Academy West London,Secondary,Academies,1150,852,41.3,Mixed,None
Richmond upon Thames,Nelson Primary School,Primary,Academies,416,245,21.6,Mixed,None
Westminster,Harris Academy St John's Wood,Secondary,Academies,1500,1319,60.1,Mixed,None
Southwark,Goose Green Primary and Nursery School,Primary,Academies,450,252,44.0,Mixed,None
Croydon,Castle Hill Academy,Primary,Academies,420,275,63.6,Mixed,None
Bexley,Harris Garrard Academy,All-through,Academies,1780,1538,42.0,Mixed,None
Harrow,Avanti House Primary School,Primary,Free Schools,420,419,1.0,Mixed,Hindu
Wandsworth,Tram House School,Not applicable,Special schools,78,66,0,Mixed,None
Havering,Bep Academy,Not applicable,Independent schools,90,29,0,Mixed,None
Croydon,Harris Professional Skills Sixth Form,16 plus,Free Schools,230,259,0.0,Mixed,Does not apply
Enfield,Carterhatch Junior School,Primary,Academies,360,328,51.5,Mixed,Does not apply
Bromley,Churchfields Primary School,Primary,Academies,466,489,13.3,Mixed,Does not apply
Enfield,Grange Park Primary School,Primary,Academies,840,806,19.5,Mixed,Does not apply
Bexley,Gravel Hill Primary School,Primary,Academies,450,440,20.8,Mixed,Does not apply
Greenwich,Greenacres Primary School and Language Impairment Unit,Primary,Academies,210,253,36.5,Mixed,Does not apply
Greenwich,Nightingale Primary School,Primary,Academies,210,219,38.3,Mixed,Does not apply
Enfield,Fern House School,Not applicable,Academies,70,72,70.8,Mixed,Does not apply
Newham,Monega Primary School,Primary,Academies,730,584,29.6,Mixed,Does not apply
Wandsworth,Chesterton Primary School,Primary,Academies,420,424,49.1,Mixed,Does not apply
Haringey,Unique Children's School,Not applicable,Independent schools,5,2,0,Mixed,None
Southwark,Bacon's College,Secondary,Academies,1200,1002,45.2,Mixed,Church of England
Greenwich,Leigh Academy Halley,Secondary,Academies,1100,952,38.2,Mixed,None
Ealing,Dormers Wells High School,Secondary,Academies,1400,1485,31.8,Mixed,Does not apply
Newham,Elmhurst Primary School,Primary,Academies,996,988,27.1,Mixed,Does not apply
Newham,Hallsville Primary School,Primary,Academies,420,464,42.7,Mixed,Does not apply
Newham,Nelson Primary School,Primary,Academies,840,730,41.5,Mixed,Does not apply
Newham,Scott Wilkie Primary School,Primary,Academies,420,390,59.6,Mixed,Does not apply
Newham,Vicarage Primary School,Primary,Academies,892,876,38.1,Mixed,Does not apply
Newham,New City Primary School,Primary,Academies,630,631,22.9,Mixed,Does not apply
Newham,Gallions Primary School,Primary,Academies,660,460,38.9,Mixed,Does not apply
Sutton,Stanley Park Infants School,Primary,Academies,296,288,8.7,Mixed,None
Ealing,Dormers Wells Primary School,Primary,Academies,840,471,38.8,Mixed,None
Newham,Royal Docks Academy,Secondary,Academies,1200,905,55.4,Mixed,None
Hounslow,Southville Primary School,Primary,Local authority maintained schools,680,655,33.5,Mixed,Does not apply
Sutton,Cheam Common Infants' Academy,Primary,Academies,427,412,5.3,Mixed,Does not apply
Sutton,Manor Park Primary Academy,Primary,Academies,682,694,15.4,Mixed,Does not apply
Havering,The Bridge,Not applicable,Special schools,50,29,0,Mixed,None
Enfield,Churchfield Primary School,Primary,Academies,610,503,56.6,Mixed,Does not apply
Bromley,Bickley Primary School,Primary,Academies,420,412,5.6,Mixed,Does not apply
Croydon,Beckmead Park Academy,Not applicable,Academies,152,120,71.7,Mixed,Does not apply
Hackney,Lubavitch House School (Senior Girls),Secondary,Academies,180,113,10.1,Girls,Jewish
Hackney,Lubavitch Girls Primary School,Primary,Academies,195,103,10.7,Girls,Jewish
Lambeth,"Christ Church, Streatham Church of England Primary School",Primary,Academies,210,159,54.1,Mixed,Church of England
Lambeth,St Leonard's Church of England Primary School,Primary,Academies,360,406,23.0,Mixed,Church of England
Lambeth,St Luke's Church of England Primary School,Primary,Academies,210,180,60.0,Mixed,Church of England
Lewisham,St George's CofE Primary School,Primary,Academies,300,204,46.3,Mixed,Church of England
Newham,Shaftesbury Primary School,Primary,Academies,630,637,27.6,Mixed,Does not apply
Sutton,The Limes College,Not applicable,Academies,200,84,56.0,Mixed,Does not apply
Waltham Forest,Lammas School,Secondary,Academies,900,574,40.8,Mixed,Does not apply
Wandsworth,Linden Lodge School,Not applicable,Academies,153,150,34.3,Mixed,Does not apply
Brent,Braintcroft E-ACT Primary Academy,Primary,Academies,710,663,35.1,Mixed,Does not apply
Ealing,Ada Lovelace Church of England High School,Secondary,Free Schools,1330,1051,23.0,Mixed,Church of England
Hackney,Lubavitch Boys' Primary School,Primary,Academies,210,98,8.2,Boys,Orthodox Jewish
Islington,Hungerford School,Primary,Academies,420,169,58.6,Mixed,Does not apply
Sutton,Wallington Primary Academy,Primary,Academies,446,161,46.7,Mixed,Does not apply
Brent,The Corner School,Not applicable,Special schools,35,15,0,Mixed,None
Merton,Harris Academy Wimbledon,Secondary,Free Schools,1150,1045,39.7,Mixed,None
Hounslow,Bolder Academy,Secondary,Free Schools,1260,955,29.9,Mixed,None
Bromley,Bullers Wood School for Boys,Secondary,Free Schools,900,894,15.7,Boys,None
Croydon,Coombe Wood School,Secondary,Free Schools,1100,1136,27.3,Mixed,None
Southwark,John Keats Primary School,Primary,Free Schools,420,355,61.9,Mixed,None
Greenwich,Leigh Academy Blackheath,Secondary,Free Schools,1150,1035,26.7,Mixed,Does not apply
Haringey,The Grove,Not applicable,Free Schools,125,147,39.7,Mixed,None
Barnet,Saracens High School,Secondary,Free Schools,1130,1132,56.9,Mixed,None
Havering,St Edward's Church of England Academy,Secondary,Academies,1334,848,29.8,Mixed,Church of England
Barnet,Shiras Devorah High School,Not applicable,Independent schools,98,74,0,Girls,None
Enfield,Delta Primary School,Primary,Academies,210,120,55.0,Mixed,None
Enfield,Eastfield Primary School,Primary,Academies,428,433,47.8,Mixed,Does not apply
Sutton,Barrow Hedges Primary School,Primary,Academies,685,689,8.3,Mixed,Does not apply
Enfield,Alma Primary School,Primary,Academies,512,448,48.7,Mixed,Does not apply
Enfield,Worcesters Primary School,Primary,Academies,660,635,43.7,Mixed,Does not apply
Enfield,Keys Meadow Primary School,Primary,Academies,480,400,38.0,Mixed,Does not apply
Islington,The London Screen Academy,16 plus,Free Schools,1000,863,0.0,Mixed,Does not apply
Havering,Routes4Life Limited,Not applicable,Other types,10,0,0,Mixed,Does not apply
Lewisham,Turnham Academy,Primary,Academies,576,171,50.3,Mixed,None
Brent,Our Lady of Grace Catholic Junior School,Primary,Academies,240,238,23.1,Mixed,Roman Catholic
Southwark,Surrey Square Primary School,Primary,Academies,420,458,57.8,Mixed,None
Kingston upon Thames,Green Lane Primary and Nursery School,Primary,Academies,454,408,13.1,Mixed,Does not apply
Croydon,Courtwood Primary School,Primary,Academies,224,221,29.4,Mixed,Does not apply
Havering,Hacton Primary School,Primary,Academies,624,635,5.8,Mixed,Does not apply
Croydon,Quest Primary School,Primary,Academies,262,210,33.3,Mixed,Does not apply
Sutton,Abbey Primary School,Primary,Academies,462,484,21.2,Mixed,Does not apply
Harrow,St George's Primary Catholic Voluntary Academy,Primary,Academies,420,409,5.9,Mixed,Roman Catholic
Harrow,St John Fisher Catholic Primary School,Primary,Academies,630,624,7.1,Mixed,Roman Catholic
Brent,St Margaret Clitherow RC Primary School,Primary,Academies,235,222,23.9,Mixed,Roman Catholic
Havering,Dame Tipping Church of England Primary School,Primary,Academies,105,94,23.4,Mixed,Church of England
Southwark,"Spa School, Bermondsey",Not applicable,Academies,115,114,54.7,Mixed,Does not apply
Wandsworth,Franciscan Primary School,Primary,Academies,520,270,46.7,Mixed,Does not apply
Brent,The Village School,Not applicable,Academies,310,311,39.8,Mixed,Does not apply
Wandsworth,ARK John Archer Primary Academy,Primary,Academies,419,202,73.3,Mixed,Does not apply
Lewisham,Childeric Primary School,Primary,Academies,420,373,54.9,Mixed,Does not apply
Croydon,Monks Orchard Primary School,Primary,Academies,670,201,34.9,Mixed,Does not apply
Harrow,The Sacred Heart Language College,Secondary,Academies,780,775,16.9,Girls,Roman Catholic
Harrow,St Joseph's Catholic Primary School,Primary,Academies,456,408,11.5,Mixed,Roman Catholic
Lewisham,The Young Women's Hub,Not applicable,Special schools,15,12,0,Girls,None
Havering,Sanders Draper,Secondary,Academies,918,705,25.8,Mixed,None
Ealing,Ark Acton Academy,Secondary,Academies,1400,804,50.6,Mixed,Does not apply
Hammersmith and Fulham,BeyondAutism Post-19,Not applicable,Other types,35,0,0,Mixed,Does not apply
Hillingdon,Green Corridor,Not applicable,Other types,64,0,0,Mixed,Does not apply
Lambeth,Van Gogh Primary,Primary,Academies,0,274,60.0,Mixed,None
