Borough,School_Name,Phase,Type_Group,Capacity,Pupils,FSM_Percent,Gender,Religious_Character
Southwark,Herne Hill School,Not applicable,Independent schools,430,287,0,Mixed,None
Southwark,Highshore School,Not applicable,Special schools,152,169,74.3,Mixed,Does not apply
Southwark,Evelina Hospital School,Not applicable,Special schools,0,109,0,Mixed,Does not apply
Southwark,Haymerle School,Not applicable,Special schools,77,78,67.9,Mixed,Does not apply
Southwark,Beormund Primary School,Not applicable,Special schools,0,29,65.5,Mixed,Does not apply
Southwark,Tuke School,Not applicable,Special schools,90,100,71.4,Mixed,Does not apply
Southwark,Cherry Garden School,Not applicable,Special schools,112,94,57.4,Mixed,Does not apply
Tower Hamlets,Childrens House Nursery School,Nursery,Local authority maintained schools,0,123,7.4,Mixed,Does not apply
Tower Hamlets,Columbia Market Nursery School,Nursery,Local authority maintained schools,0,52,0.0,Mixed,Does not apply
Tower Hamlets,Alice Model Nursery School,Nursery,Local authority maintained schools,0,61,15.0,Mixed,Does not apply
Tower Hamlets,London East Alternative Provision,Not applicable,Local authority maintained schools,0,106,51.9,Mixed,Does not apply
Tower Hamlets,Ben Jonson Primary School,Primary,Local authority maintained schools,697,631,44.4,Mixed,Does not apply
Tower Hamlets,Bonner Primary School,Primary,Local authority maintained schools,840,704,41.2,Mixed,Does not apply
Tower Hamlets,Old Palace Primary School,Primary,Local authority maintained schools,420,394,30.2,Mixed,Does not apply
Tower Hamlets,Cayley Primary School,Primary,Local authority maintained schools,492,432,54.5,Mixed,Does not apply
Tower Hamlets,Blue Gate Fields Junior School,Primary,Local authority maintained schools,360,352,37.2,Mixed,Does not apply
Tower Hamlets,Chisenhale Primary School,Primary,Local authority maintained schools,351,321,23.7,Mixed,Does not apply
Tower Hamlets,Cubitt Town Primary School,Primary,Local authority maintained schools,700,694,55.6,Mixed,Does not apply
Tower Hamlets,Globe Primary School,Primary,Local authority maintained schools,430,363,41.3,Mixed,Does not apply
Tower Hamlets,Hague Primary School,Primary,Local authority maintained schools,228,213,28.5,Mixed,Does not apply
Tower Hamlets,Harbinger Primary School,Primary,Local authority maintained schools,360,291,45.2,Mixed,Does not apply
Tower Hamlets,John Scurr Primary School,Primary,Local authority maintained schools,485,493,43.9,Mixed,Does not apply
Tower Hamlets,Lawdale Junior School,Primary,Local authority maintained schools,240,207,60.4,Mixed,Does not apply
Tower Hamlets,Elizabeth Selby Infants' School,Primary,Local authority maintained schools,277,265,45.6,Mixed,Does not apply
Tower Hamlets,Marion Richardson Primary School,Primary,Local authority maintained schools,510,469,40.1,Mixed,Does not apply
Tower Hamlets,Marner Primary School,Primary,Local authority maintained schools,705,651,48.3,Mixed,Does not apply
Tower Hamlets,Mayflower Primary School,Primary,Local authority maintained schools,390,407,41.5,Mixed,Does not apply
Tower Hamlets,Mowlem Primary School,Primary,Local authority maintained schools,210,226,38.9,Mixed,Does not apply
Tower Hamlets,Blue Gate Fields Infants' School,Primary,Local authority maintained schools,270,328,27.7,Mixed,Does not apply
Tower Hamlets,Olga Primary School,Primary,Local authority maintained schools,530,537,34.3,Mixed,Does not apply
Tower Hamlets,Stepney Park Primary School,Primary,Local authority maintained schools,750,738,38.9,Mixed,Does not apply
Tower Hamlets,Manorfield Primary School,Primary,Local authority maintained schools,800,691,50.5,Mixed,Does not apply
Tower Hamlets,Stewart Headlam Primary School,Primary,Local authority maintained schools,270,197,29.0,Mixed,Does not apply
Tower Hamlets,Wellington Primary School,Primary,Local authority maintained schools,450,405,44.5,Mixed,Does not apply
Tower Hamlets,Woolmore Primary School,Primary,Local authority maintained schools,660,654,50.0,Mixed,Does not apply
Tower Hamlets,Thomas Buxton Primary School,Primary,Local authority maintained schools,480,411,48.5,Mixed,Does not apply
Tower Hamlets,Seven Mills Primary School,Primary,Local authority maintained schools,240,228,50.0,Mixed,Does not apply
Tower Hamlets,Osmani Primary School,Primary,Local authority maintained schools,480,419,35.1,Mixed,Does not apply
Tower Hamlets,Bangabandhu Primary School,Primary,Local authority maintained schools,450,335,65.0,Mixed,Does not apply
Tower Hamlets,Halley Primary School,Primary,Local authority maintained schools,240,204,36.1,Mixed,Does not apply
Tower Hamlets,Bigland Green Primary School,Primary,Local authority maintained schools,480,475,40.4,Mixed,Does not apply
Tower Hamlets,Kobi Nazrul Primary School,Primary,Local authority maintained schools,240,239,37.8,Mixed,Does not apply
Tower Hamlets,William Davis Primary School,Primary,Local authority maintained schools,240,174,49.4,Mixed,Does not apply
Tower Hamlets,Christ Church CofE School,Primary,Local authority maintained schools,235,153,37.2,Mixed,Church of England
Tower Hamlets,Stepney Greencoat Church of England Primary School,Primary,Local authority maintained schools,240,172,34.3,Mixed,Church of England
Tower Hamlets,St Agnes RC Primary School,Primary,Local authority maintained schools,235,207,34.8,Mixed,Roman Catholic
Tower Hamlets,St Edmund's Catholic School,Primary,Local authority maintained schools,225,204,21.7,Mixed,Roman Catholic
Tower Hamlets,St John's Church of England Primary School,Primary,Local authority maintained schools,236,172,65.6,Mixed,Church of England
Tower Hamlets,St Luke's Church of England Primary School,Primary,Local authority maintained schools,480,397,33.2,Mixed,Church of England
Tower Hamlets,St Paul With St Luke CofE Primary Federation,Primary,Local authority maintained schools,240,180,52.8,Mixed,Church of England
Tower Hamlets,St Paul's Whitechapel Church of England Primary School,Primary,Local authority maintained schools,210,212,35.8,Mixed,Church of England
Tower Hamlets,St Peter's London Docks CofE Primary School,Primary,Local authority maintained schools,240,232,21.6,Mixed,Church of England
Tower Hamlets,St Saviour's Church of England Primary School,Primary,Local authority maintained schools,240,216,41.7,Mixed,Church of England
Tower Hamlets,English Martyrs Roman Catholic Primary School,Primary,Local authority maintained schools,240,173,19.4,Mixed,Roman Catholic
Tower Hamlets,Bow School,Secondary,Local authority maintained schools,1350,1173,46.0,Mixed,Does not apply
Tower Hamlets,Langdon Park Community School,Secondary,Local authority maintained schools,950,1061,60.7,Mixed,Does not apply
Tower Hamlets,Morpeth School,Secondary,Local authority maintained schools,1600,1513,49.9,Mixed,Does not apply
Tower Hamlets,Oaklands School,Secondary,Local authority maintained schools,1000,880,59.4,Mixed,Does not apply
Tower Hamlets,Swanlea School,Secondary,Local authority maintained schools,1260,1281,45.3,Mixed,Does not apply
Tower Hamlets,George Green's School,Secondary,Local authority maintained schools,1239,1261,50.9,Mixed,None
Tower Hamlets,Central Foundation Girls' School,Secondary,Local authority maintained schools,1550,1541,46.8,Girls,None
Tower Hamlets,Stepney All Saints Church of England Secondary School,Secondary,Local authority maintained schools,1540,1373,49.1,Mixed,Church of England
Tower Hamlets,Gatehouse School,Not applicable,Independent schools,550,533,0,Mixed,None
Tower Hamlets,Madani Secondary Girls' School,Not applicable,Independent schools,360,260,0,Girls,None
Tower Hamlets,Bowden House School,Not applicable,Special schools,40,38,69.7,Boys,Does not apply
Tower Hamlets,Phoenix School,Not applicable,Special schools,500,502,60.4,Mixed,Does not apply
Tower Hamlets,Beatrice Tate School,Not applicable,Special schools,128,127,69.9,Mixed,Does not apply
Wandsworth,Balham Nursery School,Nursery,Local authority maintained schools,0,33,18.2,Mixed,Does not apply
Wandsworth,Eastwood Nursery School,Nursery,Local authority maintained schools,0,23,25.0,Mixed,Does not apply
Wandsworth,Somerset Nursery School and Children's Centre,Nursery,Local authority maintained schools,0,63,3.8,Mixed,Does not apply
Wandsworth,Francis Barber Pupil Referral Unit,Not applicable,Local authority maintained schools,120,76,67.1,Mixed,Does not apply
Wandsworth,Alderbrook Primary School,Primary,Local authority maintained schools,420,231,33.5,Mixed,Does not apply
Wandsworth,Allfarthing Primary School,Primary,Local authority maintained schools,409,384,18.9,Mixed,Does not apply
Wandsworth,Beatrix Potter Primary School,Primary,Local authority maintained schools,420,348,16.6,Mixed,Does not apply
Wandsworth,Brandlehow Primary School,Primary,Local authority maintained schools,420,365,6.9,Mixed,Does not apply
Wandsworth,Earlsfield Primary School,Primary,Local authority maintained schools,500,447,11.3,Mixed,Does not apply
Wandsworth,Falconbrook Primary School,Primary,Local authority maintained schools,399,191,78.6,Mixed,Does not apply
Wandsworth,Furzedown Primary School,Primary,Local authority maintained schools,450,344,14.3,Mixed,Does not apply
Wandsworth,Honeywell Junior School,Primary,Local authority maintained schools,360,320,10.0,Mixed,None
Wandsworth,Honeywell Infant School,Primary,Local authority maintained schools,320,302,6.0,Mixed,None
Wandsworth,Hotham Primary School,Primary,Local authority maintained schools,420,362,20.4,Mixed,Does not apply
Wandsworth,John Burns Primary School,Primary,Local authority maintained schools,236,165,59.5,Mixed,Does not apply
Wandsworth,Penwortham Primary School,Primary,Local authority maintained schools,685,669,16.0,Mixed,Does not apply
Wandsworth,Riversdale Primary School,Primary,Local authority maintained schools,433,376,25.2,Mixed,Does not apply
Wandsworth,Sellincourt Primary School,Primary,Local authority maintained schools,420,391,32.9,Mixed,Does not apply
Wandsworth,Shaftesbury Park Primary School,Primary,Local authority maintained schools,450,353,41.8,Mixed,Does not apply
Wandsworth,Smallwood Primary School and Language Unit,Primary,Local authority maintained schools,530,251,33.7,Mixed,Does not apply
Wandsworth,Swaffield School,Primary,Local authority maintained schools,470,287,37.8,Mixed,Does not apply
Wandsworth,West Hill Primary School,Primary,Local authority maintained schools,210,155,40.5,Mixed,Does not apply
Wandsworth,Sheringdale Primary School,Primary,Local authority maintained schools,397,425,10.4,Mixed,Does not apply
Wandsworth,Southmead Primary School,Primary,Local authority maintained schools,426,269,49.0,Mixed,Does not apply
Wandsworth,Granard Primary School,Primary,Local authority maintained schools,429,349,51.4,Mixed,Does not apply
Wandsworth,Heathmere Primary School,Primary,Local authority maintained schools,351,260,65.1,Mixed,Does not apply
Wandsworth,Ronald Ross Primary School,Primary,Local authority maintained schools,241,242,34.6,Mixed,Does not apply
Wandsworth,Albemarle Primary School,Primary,Local authority maintained schools,472,366,26.1,Mixed,None
Wandsworth,"All Saints' CofE Primary School, Putney",Primary,Local authority maintained schools,209,172,19.9,Mixed,Church of England
Wandsworth,Holy Ghost Catholic Primary School,Primary,Local authority maintained schools,210,193,5.7,Mixed,Roman Catholic
Wandsworth,Our Lady of Victories Catholic Primary School,Primary,Local authority maintained schools,210,183,3.3,Mixed,Roman Catholic
Wandsworth,Roehampton Church Forest Primary School,Primary,Local authority maintained schools,220,128,42.5,Mixed,Church of England
Wandsworth,St Boniface RC Primary School,Primary,Local authority maintained schools,315,271,17.0,Mixed,Roman Catholic
Wandsworth,St Faith's CofE Primary School,Primary,Local authority maintained schools,201,172,28.8,Mixed,Church of England
Wandsworth,St George's CofE Primary School,Primary,Local authority maintained schools,240,234,65.8,Mixed,Church of England
Wandsworth,St Joseph's Catholic Primary and Nursery School,Primary,Local authority maintained schools,236,156,33.6,Mixed,Roman Catholic
Wandsworth,St Mary's CofE Nursery and Primary School,Primary,Local authority maintained schools,210,197,9.8,Mixed,Church of England
Wandsworth,Trinity St Mary's CofE Primary School,Primary,Local authority maintained schools,210,120,56.9,Mixed,Church of England
Wandsworth,St Mary's RC Voluntary Aided Primary School,Primary,Local authority maintained schools,222,199,48.7,Mixed,Roman Catholic
Wandsworth,St Michael's CofE Primary School,Primary,Local authority maintained schools,446,434,7.3,Mixed,Church of England
Wandsworth,"Sacred Heart Catholic Primary School, Roehampton",Primary,Local authority maintained schools,450,384,43.0,Mixed,Roman Catholic
Wandsworth,Our Lady Queen of Heaven RC School,Primary,Local authority maintained schools,232,224,21.0,Mixed,Roman Catholic
Wandsworth,St Anselm's Catholic Primary School,Primary,Local authority maintained schools,210,204,6.9,Mixed,Roman Catholic
Wandsworth,Hillbrook School,Primary,Local authority maintained schools,840,623,31.3,Mixed,None
Wandsworth,Ibstock Place School,Not applicable,Independent schools,1150,1048,0,Mixed,None
Wandsworth,Merlin School,Not applicable,Independent schools,220,98,0,Mixed,None
Wandsworth,Hurlingham School,Not applicable,Independent schools,457,412,0,Mixed,None
Merton,Willington School,Not applicable,Independent schools,324,217,0,Mixed,None
Wandsworth,Emanuel School,Not applicable,Independent schools,1150,1108,0,Mixed,Christian
Wandsworth,Putney High School GDST,Not applicable,Independent schools,1085,1067,0,Girls,None
Wandsworth,Broomwood Pre-Prep & Broomwood Prep-Girls,Not applicable,Independent schools,730,359,0,Mixed,Christian
Wandsworth,The Roche School,Not applicable,Independent schools,348,264,0,Mixed,None
Wandsworth,Finton House School,Not applicable,Independent schools,355,348,0,Mixed,None
Wandsworth,Hornsby House School,Not applicable,Independent schools,450,437,0,Mixed,None
Wandsworth,Eveline Day School,Not applicable,Independent schools,120,98,0,Mixed,None
Wandsworth,Prospect House School,Not applicable,Independent schools,320,261,0,Mixed,None
Wandsworth,Newton Preparatory School,Not applicable,Independent schools,688,636,0,Mixed,None
Wandsworth,Dolphin School (Incorporating Noahs Ark Nursery Schools),Not applicable,Independent schools,311,161,0,Mixed,Christian
Merton,Hall School Wimbledon,Not applicable,Independent schools,600,206,0,Mixed,None
Wandsworth,Eaton House the Manor School,Not applicable,Independent schools,720,673,0,Mixed,None
Wandsworth,Broomwood Prep - Boys,Not applicable,Independent schools,260,208,0,Boys,Christian
Wandsworth,Al Risalah Secondary School,Not applicable,Independent schools,220,185,0,Girls,None
Wandsworth,Parkgate House School,Not applicable,Independent schools,230,152,0,Mixed,None
Wandsworth,Oak Lodge School,Not applicable,Special schools,100,91,69.8,Mixed,Does not apply
Wandsworth,Greenmead School,Not applicable,Special schools,72,62,50.0,Mixed,Does not apply
Wandsworth,Paddock School,Not applicable,Special schools,215,220,57.9,Mixed,Does not apply
Wandsworth,Garratt Park School,Not applicable,Special schools,215,216,67.9,Mixed,Does not apply
Westminster,Tachbrook Nursery School,Nursery,Local authority maintained schools,0,60,20.0,Mixed,Does not apply
Westminster,Dorothy Gardner Nursery School,Nursery,Local authority maintained schools,0,70,31.8,Mixed,Does not apply
Westminster,Mary Paterson Nursery School,Nursery,Local authority maintained schools,0,62,19.2,Mixed,Does not apply
Westminster,St John's Wood Primary School,Primary,Local authority maintained schools,446,190,30.0,Mixed,Does not apply
Westminster,Edward Wilson Primary School,Primary,Local authority maintained schools,448,280,58.2,Mixed,Does not apply
Westminster,Essendine Primary School,Primary,Local authority maintained schools,454,262,50.4,Mixed,Does not apply
Westminster,Hallfield Primary School,Primary,Local authority maintained schools,496,244,45.5,Mixed,Does not apply
Westminster,Queen's Park Primary School,Primary,Local authority maintained schools,310,266,48.9,Mixed,Does not apply
Westminster,All Souls CofE Primary School,Primary,Local authority maintained schools,230,179,32.4,Mixed,Church of England
Westminster,Burdett-Coutts and Townshend Foundation CofE Primary School,Primary,Local authority maintained schools,236,168,31.0,Mixed,Church of England
Westminster,Hampden Gurney CofE Primary School,Primary,Local authority maintained schools,240,227,11.5,Mixed,Church of England
Westminster,St Augustines Federated Schools: CofE Primary School,Primary,Local authority maintained schools,235,213,53.1,Mixed,Church of England
Westminster,St Barnabas' CofE Primary School,Primary,Local authority maintained schools,161,118,38.2,Mixed,Church of England
Westminster,St Clement Danes CofE Primary School,Primary,Local authority maintained schools,210,192,26.0,Mixed,Church of England
Westminster,St Edward's Catholic Primary School,Primary,Local authority maintained schools,420,199,48.2,Mixed,Roman Catholic
Westminster,St Gabriel's CofE Primary School,Primary,Local authority maintained schools,210,178,46.6,Mixed,Church of England
Westminster,St George's Hanover Square CofE Primary School,Primary,Local authority maintained schools,210,95,26.3,Mixed,Church of England
Westminster,Soho Parish CofE Primary School,Primary,Local authority maintained schools,170,108,27.8,Mixed,Church of England
Westminster,St James & St John Church of England Primary School,Primary,Local authority maintained schools,195,174,29.5,Mixed,Church of England
Westminster,St Luke's CofE Primary School,Primary,Local authority maintained schools,210,180,55.6,Mixed,Church of England
Westminster,St Mary Magdalene & St Stephen's CofE Primary School,Primary,Local authority maintained schools,236,186,47.8,Mixed,Church of England
Westminster,St Mary's Bryanston Square CofE School,Primary,Local authority maintained schools,240,157,22.9,Mixed,Church of England
Westminster,St. Mary of the Angels Catholic Primary School,Primary,Local authority maintained schools,322,186,48.9,Mixed,Roman Catholic
Westminster,"St Matthew's School, Westminster",Primary,Local authority maintained schools,210,125,31.7,Mixed,Church of England
Westminster,St Peter's CofE School,Primary,Local authority maintained schools,210,197,45.2,Mixed,Church of England
Westminster,St Peter's Eaton Square CofE Primary School,Primary,Local authority maintained schools,210,161,18.0,Mixed,Church of England
Westminster,St Saviour's CofE Primary School,Primary,Local authority maintained schools,210,226,19.2,Mixed,Church of England
Westminster,St Vincent's Catholic Primary School,Primary,Local authority maintained schools,236,233,13.1,Mixed,Roman Catholic
Westminster,St Vincent De Paul Catholic Primary School,Primary,Local authority maintained schools,236,201,29.9,Mixed,Roman Catholic
Westminster,Christ Church Bentinck CofE Primary School,Primary,Local authority maintained schools,420,213,47.9,Mixed,Church of England
Westminster,St Augustine's Federated Schools: CE High School,Secondary,Local authority maintained schools,1000,1011,53.6,Mixed,Church of England
Westminster,Arnold House School,Not applicable,Independent schools,385,363,0,Boys,None
Westminster,"Queen's College, London",Not applicable,Independent schools,670,635,0,Girls,None
Westminster,Francis Holland School,Not applicable,Independent schools,600,570,0,Girls,Church of England
Westminster,Westminster Abbey Choir School,Not applicable,Independent schools,32,29,0,Boys,Anglican
Westminster,Eaton House School,Not applicable,Independent schools,270,149,0,Boys,None
Westminster,Francis Holland School,Not applicable,Independent schools,780,603,0,Girls,Church of England
Westminster,Westminster School,Not applicable,Independent schools,785,773,0,Mixed,Church of England
Kensington and Chelsea,Francis Holland Preparatory School,Not applicable,Independent schools,307,222,0,Girls,None
Westminster,Connaught House School,Not applicable,Independent schools,76,75,0,Mixed,None
Westminster,Westminster Under School,Not applicable,Independent schools,288,277,0,Boys,Church of England
Westminster,Westminster Cathedral Choir School,Not applicable,Independent schools,281,280,0,Boys,Roman Catholic
Westminster,The American School in London,Not applicable,Independent schools,1550,1445,0,Mixed,None
Westminster,Saint Christina's School,Not applicable,Independent schools,213,178,0,Mixed,Roman Catholic
Westminster,ICS London,Not applicable,Independent schools,380,140,0,Mixed,None
Westminster,Sylvia Young Theatre School,Not applicable,Independent schools,290,201,0,Mixed,None
Westminster,Fairley House School,Not applicable,Special schools,250,219,0,Mixed,None
Wandsworth,Centre Academy London,Not applicable,Special schools,60,50,0,Mixed,None
Westminster,Naima Jewish Preparatory School,Not applicable,Independent schools,180,155,0,Mixed,None
Westminster,Eaton Square Prep School,Not applicable,Independent schools,491,258,0,Mixed,None
Westminster,Bales College,Not applicable,Independent schools,123,100,0,Mixed,None
Westminster,College Park School,Not applicable,Special schools,167,151,59.7,Mixed,Does not apply
Westminster,Queen Elizabeth II Jubilee School,Not applicable,Special schools,75,90,67.1,Mixed,Does not apply
Barking and Dagenham,Dorothy Barley Infants' School,Primary,Local authority maintained schools,360,240,15.3,Mixed,Does not apply
Barking and Dagenham,Manor Junior School,Primary,Local authority maintained schools,600,591,17.4,Mixed,Does not apply
Barking and Dagenham,Manor Primary School,Primary,Local authority maintained schools,1300,1194,17.3,Mixed,Does not apply
Barking and Dagenham,Northbury Primary School,Primary,Local authority maintained schools,918,853,23.3,Mixed,Does not apply
Barking and Dagenham,Ripple Primary School,Primary,Local authority maintained schools,1181,916,24.0,Mixed,Does not apply
Barking and Dagenham,Beam Primary School,Primary,Local authority maintained schools,592,588,22.9,Mixed,Does not apply
Barking and Dagenham,Furze Infant School,Primary,Local authority maintained schools,472,462,12.9,Mixed,Does not apply
Barking and Dagenham,Grafton Primary School,Primary,Local authority maintained schools,920,898,21.3,Mixed,Does not apply
Barking and Dagenham,Marsh Green Primary School,Primary,Local authority maintained schools,470,374,31.2,Mixed,Does not apply
Barking and Dagenham,Rush Green Primary School,Primary,Local authority maintained schools,840,823,17.9,Mixed,Does not apply
Barking and Dagenham,The Leys Primary School,Primary,Local authority maintained schools,472,409,29.1,Mixed,Does not apply
Barking and Dagenham,Warren Junior School,Primary,Local authority maintained schools,560,559,24.2,Mixed,Does not apply
Barking and Dagenham,"Thomas Arnold Primary School, Rowdowns Road",Primary,Local authority maintained schools,472,451,27.2,Mixed,Does not apply
Barking and Dagenham,Valence Primary School,Primary,Local authority maintained schools,1050,895,24.3,Mixed,Does not apply
Barking and Dagenham,Village Infants' School,Primary,Local authority maintained schools,270,294,23.5,Mixed,Does not apply
Barking and Dagenham,Rose Lane Primary School,Primary,Local authority maintained schools,664,615,36.1,Mixed,Does not apply
Barking and Dagenham,William Bellamy Primary School,Primary,Local authority maintained schools,1100,879,27.7,Mixed,Does not apply
Barking and Dagenham,Parsloes Primary School,Primary,Local authority maintained schools,630,408,32.3,Mixed,Does not apply
Barking and Dagenham,Five Elms Primary School,Primary,Local authority maintained schools,496,459,32.7,Mixed,Does not apply
Barking and Dagenham,Henry Green Primary School,Primary,Local authority maintained schools,472,467,25.8,Mixed,Does not apply
Barking and Dagenham,Roding Primary School,Primary,Local authority maintained schools,1218,987,26.5,Mixed,Does not apply
Barking and Dagenham,Becontree Primary School,Primary,Local authority maintained schools,484,465,28.6,Mixed,Does not apply
Barking and Dagenham,John Perry Primary School,Primary,Local authority maintained schools,690,618,27.4,Mixed,Does not apply
Barking and Dagenham,William Ford CofE Junior School,Primary,Local authority maintained schools,360,321,35.5,Mixed,Church of England
Barking and Dagenham,St Peter's Catholic Primary School,Primary,Local authority maintained schools,472,374,29.6,Mixed,Roman Catholic
Barking and Dagenham,"Barking Abbey School, A Specialist Sports and Humanities College",Secondary,Local authority maintained schools,2334,2336,28.1,Mixed,Does not apply
Barking and Dagenham,Eastbrook School,All-through,Local authority maintained schools,2638,1198,37.2,Mixed,Does not apply
Barking and Dagenham,Eastbury Community School,All-through,Local authority maintained schools,2236,2134,29.0,Mixed,Does not apply
Barking and Dagenham,Robert Clack School,All-through,Local authority maintained schools,2500,3129,30.1,Mixed,Does not apply
Barking and Dagenham,All Saints Catholic School and Technology College,Secondary,Local authority maintained schools,1520,1353,26.1,Mixed,Roman Catholic
Barnet,Brookhill Nursery School,Nursery,Local authority maintained schools,0,123,0.0,Mixed,Does not apply
Barnet,Hampden Way Nursery School,Nursery,Local authority maintained schools,0,95,0.0,Mixed,Does not apply
Barnet,Moss Hall Nursery School,Nursery,Local authority maintained schools,0,104,0.0,Mixed,Does not apply
Barnet,St Margaret's Nursery School,Nursery,Local authority maintained schools,0,92,0.0,Mixed,Does not apply
Barnet,Pavilion Study Centre,Not applicable,Local authority maintained schools,0,48,62.5,Mixed,Does not apply
Barnet,Barnfield Primary School,Primary,Local authority maintained schools,448,462,24.4,Mixed,Does not apply
Barnet,Brookland Junior School,Primary,Local authority maintained schools,360,353,16.1,Mixed,Does not apply
Barnet,Brookland Infant and Nursery School,Primary,Local authority maintained schools,322,304,10.3,Mixed,Does not apply
Barnet,Brunswick Park Primary and Nursery School,Primary,Local authority maintained schools,457,447,17.8,Mixed,Does not apply
Barnet,Church Hill School,Primary,Local authority maintained schools,210,200,17.5,Mixed,Does not apply
Barnet,Colindale Primary School,Primary,Local authority maintained schools,630,723,27.9,Mixed,Does not apply
Barnet,Coppetts Wood Primary School,Primary,Local authority maintained schools,269,227,32.5,Mixed,Does not apply
Barnet,Courtland School,Primary,Local authority maintained schools,210,207,12.1,Mixed,Does not apply
Barnet,Cromer Road Primary School,Primary,Local authority maintained schools,420,404,18.6,Mixed,Does not apply
Barnet,Deansbrook Infant School,Primary,Local authority maintained schools,270,218,26.4,Mixed,Does not apply
Barnet,Edgware Primary School,Primary,Local authority maintained schools,489,448,37.4,Mixed,Does not apply
Barnet,Fairway Primary School and Children's Centre,Primary,Local authority maintained schools,277,270,31.0,Mixed,Does not apply
Barnet,Foulds School,Primary,Local authority maintained schools,315,313,3.8,Mixed,Does not apply
Barnet,Frith Manor Primary School,Primary,Local authority maintained schools,522,509,10.0,Mixed,Does not apply
Barnet,Garden Suburb Junior School,Primary,Local authority maintained schools,360,346,31.2,Mixed,Does not apply
Barnet,Garden Suburb Infant School,Primary,Local authority maintained schools,246,187,21.9,Mixed,Does not apply
Barnet,Goldbeaters Primary School,Primary,Local authority maintained schools,471,469,40.9,Mixed,Does not apply
Barnet,Hollickwood Primary School,Primary,Local authority maintained schools,210,196,41.4,Mixed,None
Barnet,Holly Park Primary School,Primary,Local authority maintained schools,420,424,21.5,Mixed,Does not apply
Barnet,Livingstone Primary and Nursery School,Primary,Local authority maintained schools,305,249,28.6,Mixed,Does not apply
Barnet,Manorside Primary School,Primary,Local authority maintained schools,310,236,15.9,Mixed,Does not apply
Barnet,Monkfrith Primary School,Primary,Local authority maintained schools,420,415,3.6,Mixed,Does not apply
Barnet,Moss Hall Junior School,Primary,Local authority maintained schools,480,468,17.3,Mixed,Does not apply
Barnet,Moss Hall Infant School,Primary,Local authority maintained schools,360,307,14.7,Mixed,Does not apply
Barnet,Northside Primary School,Primary,Local authority maintained schools,274,263,15.0,Mixed,Does not apply
Barnet,Woodridge Primary School,Primary,Local authority maintained schools,210,210,5.2,Mixed,Does not apply
Barnet,Tudor Primary School,Primary,Local authority maintained schools,310,196,29.1,Mixed,Does not apply
Barnet,Underhill School,Primary,Local authority maintained schools,510,462,39.9,Mixed,Does not apply
Barnet,Whitings Hill Primary School,Primary,Local authority maintained schools,420,471,27.6,Mixed,Does not apply
Barnet,Chalgrove Primary School,Primary,Local authority maintained schools,224,216,20.4,Mixed,Does not apply
Barnet,Sunnyfields Primary School,Primary,Local authority maintained schools,272,253,27.8,Mixed,Does not apply
Barnet,Queenswell Infant & Nursery School,Primary,Local authority maintained schools,270,193,22.3,Mixed,Does not apply
Barnet,Queenswell Junior School,Primary,Local authority maintained schools,240,265,35.1,Mixed,Does not apply
Barnet,Danegrove Primary School,Primary,Local authority maintained schools,630,616,29.9,Mixed,Does not apply
Barnet,All Saints' CofE Primary School NW2,Primary,Local authority maintained schools,210,175,43.4,Mixed,Church of England
Barnet,Christ Church Primary School,Primary,Local authority maintained schools,236,214,11.7,Mixed,Church of England
Barnet,Holy Trinity CofE Primary School,Primary,Local authority maintained schools,266,201,20.3,Mixed,Church of England
Barnet,Monken Hadley CofE Primary School,Primary,Local authority maintained schools,150,149,16.1,Mixed,Church of England
Barnet,St John's CofE Junior Mixed and Infant School,Primary,Local authority maintained schools,236,232,10.5,Mixed,Church of England
Barnet,St John's CofE Primary and Nursery School,Primary,Local authority maintained schools,236,248,9.8,Mixed,Church of England
Barnet,St Mary's CofE Primary School,Primary,Local authority maintained schools,420,434,10.6,Mixed,Church of England
Barnet,"St Mary's CofE Primary School, East Barnet",Primary,Local authority maintained schools,218,217,12.9,Mixed,Church of England
Barnet,St Paul's CofE Primary School N11,Primary,Local authority maintained schools,210,216,27.4,Mixed,Church of England
Barnet,St Paul's CofE Primary School NW7,Primary,Local authority maintained schools,210,206,20.4,Mixed,Church of England
Barnet,"St Andrew's CofE Voluntary Aided Primary School, Totteridge",Primary,Local authority maintained schools,210,195,3.6,Mixed,Church of England
Barnet,Trent CofE Primary School,Primary,Local authority maintained schools,210,208,9.1,Mixed,Church of England
Barnet,All Saints' CofE Nursery and Primary School N20,Primary,Local authority maintained schools,262,238,21.9,Mixed,Church of England
Barnet,The Annunciation Catholic Infant School,Primary,Local authority maintained schools,232,181,24.4,Mixed,Roman Catholic
Barnet,Our Lady of Lourdes RC School,Primary,Local authority maintained schools,262,206,19.3,Mixed,Roman Catholic
Barnet,St Agnes' Catholic Primary School,Primary,Local authority maintained schools,458,431,25.8,Mixed,Roman Catholic
Barnet,St Catherine's RC School,Primary,Local authority maintained schools,471,480,6.1,Mixed,Roman Catholic
Barnet,St Vincent's Catholic Primary School,Primary,Local authority maintained schools,315,296,14.2,Mixed,Roman Catholic
Barnet,St Theresa's Catholic Primary School,Primary,Local authority maintained schools,262,158,20.9,Mixed,Roman Catholic
Barnet,St Joseph's Catholic Primary School,Primary,Local authority maintained schools,548,458,26.1,Mixed,Roman Catholic
